customer_id,balance,balance_frequency,purchases,oneoff_purchases,installment_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installment_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payment,prc_full_payment,tenure
C12687,210.87,1.00,664.05,664.05,0.00,0.00,0.20,0.20,0.00,0.00,0,5,7500,728.2,140.3,0.00,10
C12688,6493.03,1.00,447.50,447.50,0.00,1664.47,0.42,0.42,0.00,0.58,8,6,8000,1907.6,1874.5,0.00,12
C12689,3106.04,1.00,2128.56,1036.24,1092.32,2346.89,0.92,0.42,0.75,0.42,8,27,7200,5564.8,697.5,0.00,12
C12690,909.56,1.00,912.10,669.88,242.22,752.06,0.25,0.25,0.17,0.42,11,16,1200,1476.3,668.4,0.08,12
C12691,3633.53,1.00,383.20,383.20,0.00,49.17,0.08,0.08,0.00,0.08,1,2,11000,1061.7,953.5,0.00,12
C12692,86.65,0.73,910.51,0.00,910.51,0.00,0.58,0.00,0.50,0.00,0,14,7000,884.1,126.3,0.67,12
C12693,86.55,0.82,789.45,789.45,0.00,0.00,0.42,0.42,0.00,0.00,0,5,2500,1370.2,119.6,0.11,12
C12694,144.51,0.73,758.50,0.00,758.50,0.00,0.67,0.00,0.58,0.00,0,12,3000,860.5,192.2,0.14,12
C12695,1182.32,1.00,0.00,0.00,0.00,258.14,0.00,0.00,0.00,0.58,8,0,1200,503.2,326.3,0.00,12
C12696,32.82,1.00,644.99,0.00,644.99,0.00,1.00,0.00,1.00,0.00,0,33,4000,579.0,75.9,0.30,12
C12697,1.37,0.14,60.00,60.00,0.00,0.00,0.14,0.14,0.00,0.00,0,1,4000,0.0,,0.00,7
C12698,119.60,1.00,1068.28,0.00,1068.28,0.00,1.00,0.00,0.89,0.00,0,18,1000,828.2,131.6,1.00,9
C12699,134.24,1.00,420.00,287.00,133.00,0.00,0.58,0.08,0.42,0.00,0,7,7500,519.4,190.5,0.00,12
C12700,128.49,1.00,462.86,0.00,462.86,0.00,1.00,0.00,1.00,0.00,0,34,3000,381.4,171.9,0.00,12
C12701,749.17,0.78,164.90,164.90,0.00,1806.07,0.11,0.11,0.00,0.67,10,2,2000,191.0,244.6,0.00,9
C12702,1544.59,1.00,0.00,0.00,0.00,549.06,0.00,0.00,0.00,0.08,2,0,2000,408.1,478.1,0.00,12
C12703,172.13,1.00,1666.95,0.00,1666.95,0.00,1.00,0.00,1.00,0.00,0,38,2500,1326.1,163.0,0.92,12
C12704,266.48,0.27,0.00,0.00,0.00,1560.74,0.00,0.00,0.00,0.17,2,0,1500,792.6,226.6,0.00,12
C12705,549.92,1.00,1556.66,912.70,643.96,0.00,1.00,1.00,1.00,0.00,0,41,11000,2285.3,178.7,0.00,12
C12706,0.00,0.00,1090.69,815.70,274.99,0.00,0.50,0.17,0.42,0.00,0,17,1800,0.0,,0.00,12
C12707,8559.24,1.00,170.00,170.00,0.00,3260.30,0.08,0.08,0.00,0.25,11,1,9000,1541.1,4403.0,0.00,12
C12708,6810.40,1.00,635.76,164.32,471.44,3863.41,0.92,0.08,0.92,0.25,13,17,10000,3161.1,3781.9,0.00,12
C12709,2917.66,1.00,141.81,141.81,0.00,2431.29,0.17,0.17,0.00,0.58,10,2,8000,993.3,1013.1,0.00,12
C12710,542.81,1.00,220.62,220.62,0.00,0.00,0.17,0.17,0.00,0.00,0,3,2000,608.8,166.7,0.00,12
C12712,2362.64,1.00,2826.99,1496.59,1330.40,0.00,1.00,0.75,1.00,0.00,0,97,3000,1748.7,984.3,0.00,12
C12713,4164.80,1.00,784.63,617.54,167.09,0.00,0.45,0.45,0.18,0.00,0,16,9000,1072.4,1311.1,0.00,11
C12714,1304.46,1.00,0.00,0.00,0.00,78.76,0.00,0.00,0.00,0.17,2,0,1500,395.1,368.6,0.00,12
C12715,1601.69,1.00,61.46,0.00,61.46,0.00,0.25,0.00,0.25,0.00,0,6,4000,399.4,512.8,0.00,12
C12716,4556.54,0.91,1450.00,1450.00,0.00,2260.74,0.09,0.09,0.00,0.18,2,1,9000,1010.8,917.6,0.00,11
C12717,751.40,1.00,1977.50,747.50,1230.00,611.97,0.83,0.50,0.50,0.08,1,21,3500,1068.1,267.9,0.10,12
C12718,1510.11,1.00,1895.25,541.57,1353.68,0.00,1.00,0.17,0.75,0.00,0,23,9000,1711.9,313.1,0.00,12
C12719,3490.86,1.00,1039.48,1039.48,0.00,4200.99,0.08,0.08,0.00,0.25,10,3,9000,1091.4,1048.7,0.00,12
C12720,6384.36,1.00,1856.84,1394.21,462.63,2144.18,0.33,0.33,0.17,0.75,26,19,7500,2275.7,1485.8,0.00,12
C12721,1327.65,1.00,20.90,20.90,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,287.7,483.2,0.00,12
C12722,9226.65,1.00,671.31,671.31,0.00,6171.93,0.50,0.50,0.00,0.50,12,12,12000,2726.3,3129.4,0.00,12
C12723,3441.52,1.00,358.68,0.00,358.68,0.00,1.00,0.00,0.92,0.00,0,12,7500,1376.0,751.7,0.00,12
C12724,1117.34,1.00,474.96,0.00,474.96,0.00,1.00,0.00,1.00,0.00,0,12,1000,609.8,3449.6,0.00,12
C12725,1828.62,1.00,0.00,0.00,0.00,689.19,0.00,0.00,0.00,0.08,1,0,2300,2467.0,471.9,0.00,12
C12726,3011.47,1.00,582.28,0.00,582.28,3325.30,1.00,0.00,1.00,0.33,8,14,6500,2975.1,1001.2,0.00,12
C12727,99.68,0.82,0.00,0.00,0.00,437.40,0.00,0.00,0.00,0.33,5,0,10500,661.9,122.8,0.33,12
C12728,1517.56,1.00,0.00,0.00,0.00,456.40,0.00,0.00,0.00,0.17,2,0,1950,473.2,381.3,0.00,12
C12729,101.03,0.45,0.00,0.00,0.00,1846.25,0.00,0.00,0.00,0.33,10,0,6500,5321.0,82.0,1.00,12
C12730,12.74,0.91,152.73,0.00,152.73,0.00,0.75,0.00,0.67,0.00,0,9,1200,159.2,130.8,0.56,12
C12731,1135.82,1.00,520.24,520.24,0.00,0.00,0.58,0.58,0.00,0.00,0,10,1200,706.6,786.0,0.00,12
C12732,24.17,0.73,270.00,0.00,270.00,0.00,0.82,0.00,0.82,0.00,0,6,8500,378.2,102.1,0.71,11
C12733,763.70,1.00,1229.42,1229.42,0.00,0.00,1.00,1.00,0.00,0.00,0,34,7000,2422.7,294.6,0.00,12
C12734,8073.91,1.00,0.00,0.00,0.00,3860.70,0.00,0.00,0.00,0.92,25,0,8500,2414.3,2333.8,0.00,12
C12735,745.16,1.00,485.17,485.17,0.00,0.00,0.17,0.17,0.00,0.00,0,2,3000,191.1,285.9,0.00,12
C12736,32.92,0.73,192.99,68.60,124.39,0.00,0.33,0.08,0.25,0.00,0,5,6000,154.0,137.9,0.09,12
C12737,8198.63,1.00,0.00,0.00,0.00,2909.75,0.00,0.00,0.00,0.42,6,0,14000,2141.7,2007.0,0.00,12
C12738,623.96,0.82,0.00,0.00,0.00,2119.70,0.00,0.00,0.00,0.17,3,0,1200,1838.9,174.9,0.25,12
C12739,2123.48,1.00,2453.18,2051.52,401.66,0.00,0.58,0.50,0.50,0.00,0,33,7500,518.0,519.3,0.00,12
C12740,939.35,1.00,50.00,50.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1000,315.4,628.2,0.00,12
C12741,1372.49,1.00,3005.25,1507.99,1497.26,315.12,1.00,0.83,1.00,0.17,2,61,3000,3462.4,405.1,0.00,12
C12742,123.06,1.00,151.92,0.00,151.92,0.00,1.00,0.00,1.00,0.00,0,12,3500,447.2,171.8,0.08,12
C12743,72.79,1.00,227.64,0.00,227.64,0.00,1.00,0.00,1.00,0.00,0,12,2500,159.0,170.5,0.00,12
C12744,2376.97,1.00,0.00,0.00,0.00,1321.91,0.00,0.00,0.00,0.33,4,0,3000,549.5,557.9,0.00,12
C12745,57.26,0.82,472.50,472.50,0.00,0.00,0.75,0.75,0.00,0.00,0,9,7227,598.2,174.3,0.90,12
C12746,7499.66,1.00,160.00,160.00,0.00,3603.79,0.17,0.17,0.00,0.17,3,2,13550,1963.0,1849.3,0.00,12
C12747,1564.40,0.73,1330.00,0.00,1330.00,1906.44,0.42,0.00,0.42,0.08,1,6,8000,1078.9,825.5,0.14,12
C12748,4644.78,1.00,4820.68,4063.61,757.07,0.00,0.83,0.75,0.50,0.00,0,54,9200,1076.1,1324.4,0.00,12
C12749,7418.31,1.00,901.62,858.82,42.80,0.00,0.33,0.17,0.17,0.00,0,4,14500,2273.9,1696.8,0.00,12
C12750,6001.43,1.00,0.00,0.00,0.00,2404.83,0.00,0.00,0.00,0.17,2,0,9000,1369.9,1791.3,0.00,12
C12751,1127.14,1.00,185.00,140.00,45.00,737.62,0.17,0.17,0.17,0.17,2,4,6100,2166.4,311.3,0.00,12
C12752,41.22,0.36,221.48,221.48,0.00,0.00,0.25,0.25,0.00,0.00,0,4,13500,1242.5,167.5,0.67,12
C12753,1565.58,1.00,0.00,0.00,0.00,2676.48,0.00,0.00,0.00,0.33,6,0,3000,3418.7,477.7,0.09,12
C12754,5459.79,1.00,262.00,0.00,262.00,4212.52,0.75,0.00,0.75,0.75,19,9,7000,1733.8,1511.5,0.00,12
C12755,166.30,0.91,449.26,449.26,0.00,7894.58,1.00,1.00,0.00,0.08,1,12,9000,663.0,183.3,0.18,12
C12756,19.29,1.00,283.80,0.00,283.80,0.00,0.67,0.00,0.67,0.00,0,12,2000,268.0,173.8,0.75,12
C12757,2478.09,0.73,531.48,0.00,531.48,6394.92,0.33,0.00,0.25,0.08,1,7,7000,11480.9,772.6,0.25,12
C12758,5425.94,1.00,209.90,0.00,209.90,8223.64,0.50,0.00,0.42,0.50,15,6,7000,7723.4,1274.2,0.08,12
C12759,5239.38,0.63,0.00,0.00,0.00,9798.17,0.00,0.00,0.00,0.13,1,0,10000,1345.6,2011.8,0.00,8
C12760,142.28,0.91,164.68,32.74,131.94,0.00,0.83,0.08,0.67,0.00,0,10,2500,539.8,141.4,0.00,12
C12761,4192.14,1.00,450.00,450.00,0.00,2480.75,0.08,0.08,0.00,0.17,4,1,4500,1271.4,3642.6,0.00,12
C12762,2712.00,1.00,600.00,600.00,0.00,5352.99,0.83,0.83,0.00,0.58,8,10,5000,1536.5,841.2,0.10,12
C12763,432.79,1.00,540.13,315.30,224.83,0.00,0.67,0.17,0.50,0.00,0,13,6500,737.5,163.9,0.00,12
C12764,127.81,1.00,2802.08,2213.43,588.65,0.00,1.00,1.00,0.58,0.00,0,36,6500,2384.6,160.5,0.36,12
C12765,374.28,1.00,3589.05,3138.48,450.57,0.00,1.00,0.83,0.50,0.00,0,31,6000,3493.2,173.1,0.64,12
C12766,20.76,0.82,548.01,0.00,548.01,0.00,0.67,0.00,0.58,0.00,0,8,1900,1049.6,55.5,0.00,12
C12767,2061.84,1.00,0.00,0.00,0.00,4320.77,0.00,0.00,0.00,0.50,12,0,4000,5451.6,556.3,0.20,12
C12768,1744.96,1.00,0.00,0.00,0.00,198.30,0.00,0.00,0.00,0.25,5,0,1800,525.5,540.0,0.00,12
C12769,2241.09,0.91,1260.00,0.00,1260.00,2992.62,0.33,0.00,0.25,0.17,2,4,6000,4582.2,654.5,0.11,12
C12770,2857.60,0.64,0.00,0.00,0.00,5423.55,0.00,0.00,0.00,0.17,3,0,6000,10794.7,2053.1,0.17,12
C12771,1530.73,1.00,0.00,0.00,0.00,59.67,0.00,0.00,0.00,0.08,1,0,1600,347.0,526.4,0.00,12
C12772,337.48,1.00,0.00,0.00,0.00,1620.67,0.00,0.00,0.00,0.42,9,0,3000,978.3,216.7,0.00,12
C12773,5145.09,1.00,1975.72,679.30,1296.42,11834.21,0.83,0.33,0.83,0.33,8,33,13500,9059.2,1748.5,0.00,12
C12774,4659.39,1.00,1754.19,764.16,990.03,1248.15,1.00,0.50,1.00,0.33,10,32,9500,1042.2,1060.5,0.00,12
C12775,2416.56,1.00,2266.01,1291.62,974.39,0.00,0.92,0.75,0.67,0.00,0,46,4000,4075.9,1439.2,0.00,12
C12776,1467.21,0.64,107.00,107.00,0.00,5203.61,0.08,0.08,0.00,0.17,6,1,6000,268.3,569.6,0.00,12
C12777,1555.05,1.00,168.00,0.00,168.00,0.00,0.33,0.00,0.25,0.00,0,6,1500,192.9,13453.3,0.00,12
C12778,127.06,0.82,453.30,330.80,122.50,0.00,0.58,0.42,0.17,0.00,0,9,7000,594.0,127.2,0.17,12
C12779,259.62,1.00,377.79,290.29,87.50,0.00,0.67,0.25,0.58,0.00,0,10,1500,1575.0,212.4,0.00,12
C12780,28.45,0.55,166.20,166.20,0.00,0.00,0.25,0.25,0.00,0.00,0,3,5500,236.0,97.5,0.18,12
C12781,0.02,0.09,188.02,0.00,188.02,0.00,0.50,0.00,0.50,0.00,0,6,7500,129.8,,0.00,12
C12782,1258.77,1.00,142.00,42.00,100.00,0.00,0.17,0.08,0.08,0.00,0,2,1200,300.7,6720.7,0.00,12
C12783,2865.39,1.00,0.00,0.00,0.00,965.18,0.00,0.00,0.00,0.42,7,0,6500,1186.9,727.0,0.00,12
C12784,276.45,1.00,1429.39,100.00,1329.39,0.00,1.00,0.08,1.00,0.00,0,21,2800,1296.0,193.6,0.10,12
C12786,2878.53,1.00,0.00,0.00,0.00,1563.52,0.00,0.00,0.00,0.25,4,0,3000,653.3,897.5,0.00,12
C12787,499.41,1.00,6636.91,6157.74,479.17,109.21,1.00,0.58,1.00,0.08,1,44,8000,4291.0,206.8,0.80,12
C12788,2489.06,1.00,0.00,0.00,0.00,1668.40,0.00,0.00,0.00,0.17,2,0,3000,1209.4,708.6,0.00,12
C12789,44.46,0.55,154.86,0.00,154.86,0.00,0.42,0.00,0.42,0.00,0,5,2500,182.7,80.0,0.00,12
C12790,201.46,1.00,2364.85,2364.85,0.00,0.00,1.00,1.00,0.00,0.00,0,13,5000,1883.8,134.5,0.44,12
C12791,2508.85,1.00,0.00,0.00,0.00,58.98,0.00,0.00,0.00,0.17,1,0,6000,454.2,373.2,0.00,6
C12792,35.94,0.82,425.67,257.72,167.95,0.00,0.33,0.08,0.17,0.00,0,4,6500,439.7,126.9,0.00,12
C12793,440.19,1.00,985.20,531.00,454.20,1055.50,0.92,0.25,0.92,0.33,12,19,6000,1670.9,191.6,0.08,12
C12794,783.55,0.78,175.80,175.80,0.00,2052.88,0.44,0.44,0.00,0.44,6,5,2500,1647.9,219.4,0.00,9
C12795,511.57,0.73,2938.32,1685.35,1252.97,0.00,0.67,0.50,0.58,0.00,0,69,7500,832.6,265.1,0.17,12
C12796,5901.59,1.00,1704.95,1141.55,563.40,0.00,0.58,0.25,0.33,0.00,0,9,8000,1886.7,1474.4,0.00,12
C12797,210.62,1.00,290.00,0.00,290.00,0.00,0.83,0.00,0.83,0.00,0,10,2700,239.0,171.4,0.00,12
C12798,168.47,0.45,0.00,0.00,0.00,866.59,0.00,0.00,0.00,0.25,4,0,1200,653.5,69.5,0.00,12
C12799,1136.80,1.00,869.38,391.86,477.52,0.00,1.00,1.00,0.50,0.00,0,23,7000,1785.2,418.5,0.00,12
C12800,738.96,1.00,0.00,0.00,0.00,1561.13,0.00,0.00,0.00,0.33,6,0,1500,1979.2,198.9,0.10,12
C12801,858.18,0.91,3034.74,2214.86,819.88,418.13,1.00,0.83,1.00,0.17,2,42,6500,5159.9,312.2,0.18,12
C12802,2065.04,1.00,1462.60,1262.60,200.00,0.00,0.58,0.33,0.42,0.00,0,17,3500,3587.3,533.0,0.08,12
C12803,16.05,0.55,127.00,127.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,4500,190.2,141.4,0.00,12
C12804,2263.80,0.88,320.00,320.00,0.00,4510.24,0.50,0.50,0.00,0.88,15,5,10000,5215.5,502.9,0.00,8
C12805,1527.91,1.00,0.00,0.00,0.00,2918.22,0.00,0.00,0.00,0.33,4,0,6500,337.5,337.9,0.00,12
C12806,5266.12,1.00,9030.08,6345.65,2684.43,0.00,0.92,0.25,0.83,0.00,0,28,6000,7974.0,6567.3,0.08,12
C12807,6804.19,1.00,640.03,227.60,412.43,1898.32,0.42,0.42,0.42,0.17,4,20,7100,1891.7,1979.4,0.00,12
C12808,2836.61,1.00,0.00,0.00,0.00,2025.02,0.00,0.00,0.00,0.25,8,0,3000,508.0,855.0,0.00,12
C12809,21.33,0.55,512.35,0.00,512.35,0.00,1.00,0.00,1.00,0.00,0,18,2000,716.3,99.2,0.55,12
C12810,259.16,1.00,1971.90,1580.98,390.92,19.40,0.83,0.50,0.50,0.08,1,20,1800,2170.9,167.1,0.17,12
C12811,414.20,0.91,794.53,794.53,0.00,0.00,0.09,0.09,0.00,0.00,0,9,2000,814.3,150.3,0.10,11
C12812,141.78,0.55,1401.40,0.00,1401.40,0.00,1.00,0.00,1.00,0.00,0,47,1500,2759.9,673.1,0.00,12
C12813,30.53,0.36,360.10,192.00,168.10,0.00,0.33,0.08,0.25,0.00,0,6,1500,872.5,177.2,1.00,12
C12814,1198.76,1.00,0.00,0.00,0.00,57.65,0.00,0.00,0.00,0.08,2,0,1200,128.4,7464.3,0.00,12
C12815,6187.22,1.00,2029.03,1044.28,984.75,5933.13,0.92,0.42,0.75,0.50,13,20,15000,8518.8,1591.4,0.00,12
C12816,45.63,0.55,0.00,0.00,0.00,385.95,0.00,0.00,0.00,0.25,3,0,10000,256.8,116.2,0.10,12
C12818,358.01,0.55,0.00,0.00,0.00,1795.20,0.00,0.00,0.00,0.08,1,0,1950,4702.7,501.5,0.25,12
C12819,810.52,0.73,985.33,856.09,129.24,0.00,0.42,0.17,0.17,0.00,0,10,5500,5964.0,502.6,0.09,12
C12820,2910.43,1.00,0.00,0.00,0.00,2121.50,0.00,0.00,0.00,0.33,6,0,7500,3855.5,750.0,0.00,12
C12821,6784.26,1.00,12.64,0.00,12.64,4516.16,0.08,0.00,0.08,0.42,13,1,10000,10813.8,1661.5,0.08,12
C12822,229.30,1.00,2099.89,2099.89,0.00,0.00,1.00,1.00,0.00,0.00,0,14,3000,2470.3,176.4,0.00,12
C12823,1465.72,1.00,555.71,113.45,442.26,1304.05,1.00,0.17,0.92,0.25,4,16,1800,566.4,585.8,0.00,12
C12824,2316.00,1.00,3643.93,2971.80,672.13,780.46,0.92,0.58,0.83,0.08,1,36,7500,1256.7,680.4,0.00,12
C12825,4202.17,1.00,462.00,462.00,0.00,4776.10,0.17,0.17,0.00,0.42,10,2,8000,1010.8,1541.8,0.00,12
C12826,2085.01,1.00,198.27,198.27,0.00,0.00,0.17,0.17,0.00,0.00,0,2,8000,748.5,524.2,0.00,12
C12827,51.79,1.00,800.11,50.59,749.52,92.97,1.00,0.17,1.00,0.08,1,14,4000,877.5,183.6,0.92,12
C12828,13.36,0.43,238.90,0.00,238.90,0.00,0.86,0.00,0.71,0.00,0,9,1000,197.9,68.8,1.00,7
C12829,1141.35,1.00,6003.86,3474.35,2529.51,0.00,1.00,0.92,1.00,0.00,0,110,2500,6848.2,287.3,0.08,12
C12830,766.26,1.00,1462.73,1100.23,362.50,0.00,0.67,0.50,0.42,0.00,0,26,6000,202.6,195.3,0.00,12
C12831,155.57,1.00,1303.78,207.09,1096.69,0.00,0.92,0.25,0.92,0.00,0,24,10000,1392.7,176.2,0.08,12
C12832,1168.69,1.00,0.00,0.00,0.00,1027.97,0.00,0.00,0.00,0.33,4,0,5000,588.9,287.7,0.00,12
C12833,78.03,0.45,377.07,377.07,0.00,367.67,0.25,0.25,0.00,0.08,2,8,1500,1547.3,157.2,0.25,12
C12834,6671.45,1.00,369.52,369.52,0.00,2578.60,0.58,0.58,0.00,0.25,7,7,7500,1303.3,3772.0,0.00,12
C12835,3057.55,1.00,0.00,0.00,0.00,2037.65,0.00,0.00,0.00,0.25,3,0,12500,7266.0,847.2,0.00,12
C12836,343.00,1.00,3429.49,2789.85,639.64,0.00,1.00,1.00,0.67,0.00,0,40,10500,2700.2,211.7,0.42,12
C12837,4360.25,1.00,703.23,703.23,0.00,0.00,1.00,1.00,0.00,0.00,0,12,4500,1372.4,1377.1,0.00,12
C12838,2900.67,1.00,3056.73,260.68,2796.05,0.00,1.00,0.25,1.00,0.00,0,54,10000,5402.9,671.8,0.00,12
C12839,3569.83,1.00,3056.06,1994.34,1061.72,0.00,1.00,1.00,0.83,0.00,0,50,8500,2333.3,899.2,0.00,12
C12840,3412.60,1.00,3790.29,1516.30,2273.99,1384.95,1.00,0.75,1.00,0.33,4,110,9500,3362.9,915.7,0.00,12
C12841,1519.40,1.00,0.00,0.00,0.00,1825.20,0.00,0.00,0.00,0.33,11,0,2000,412.1,527.8,0.00,12
C12842,1388.83,1.00,974.42,901.92,72.50,1563.65,1.00,1.00,0.40,0.60,25,33,1500,1071.9,757.9,0.00,10
C12843,12.31,0.64,107.41,0.00,107.41,0.00,0.50,0.00,0.42,0.00,0,6,2500,128.6,91.3,0.56,12
C12844,300.14,1.00,2366.36,555.00,1811.36,0.00,1.00,0.17,1.00,0.00,0,23,4000,2324.5,184.9,0.67,12
C12845,267.88,0.45,129.00,129.00,0.00,2496.79,0.08,0.08,0.00,0.25,3,1,12000,1974.3,72.9,0.09,12
C12846,179.88,1.00,828.00,0.00,828.00,0.00,1.00,0.00,1.00,0.00,0,12,1000,650.0,152.8,0.30,12
C12847,49.90,0.73,790.65,538.01,252.64,0.00,0.75,0.33,0.58,0.00,0,17,4000,680.2,145.3,0.18,12
C12848,468.14,0.55,0.00,0.00,0.00,1478.62,0.00,0.00,0.00,0.08,1,0,1500,3198.4,260.3,0.25,12
C12849,1197.05,1.00,298.51,97.50,201.01,1362.14,0.64,0.09,0.45,0.09,2,8,1700,2048.9,486.6,0.11,11
C12850,2632.47,1.00,0.00,0.00,0.00,535.96,0.00,0.00,0.00,0.25,4,0,3000,737.9,736.8,0.00,12
C12851,24.48,1.00,90.00,0.00,90.00,0.00,0.50,0.00,0.50,0.00,0,6,2500,128.9,124.8,0.00,12
C12852,1391.33,1.00,530.50,530.50,0.00,0.00,0.25,0.25,0.00,0.00,0,3,1600,573.9,482.5,0.00,12
C12853,2748.87,1.00,598.50,598.50,0.00,0.00,0.33,0.33,0.00,0.00,0,34,2000,518.3,28483.3,0.00,12
C12854,1525.27,1.00,133.40,0.00,133.40,0.00,0.33,0.00,0.33,0.00,0,4,1500,568.4,758.1,0.00,12
C12855,149.35,1.00,1424.40,1330.91,93.49,0.00,1.00,1.00,0.08,0.00,0,17,5000,1214.7,179.4,0.75,12
C12857,1364.39,1.00,786.00,646.00,140.00,0.00,0.50,0.17,0.42,0.00,0,10,5000,599.4,323.6,0.00,12
C12858,2274.99,1.00,1794.82,1618.72,176.10,2373.65,1.00,1.00,0.42,0.42,5,30,7000,722.1,505.7,0.00,12
C12859,2611.49,1.00,0.00,0.00,0.00,2527.24,0.00,0.00,0.00,0.58,16,0,6500,1155.3,726.0,0.00,12
C12860,11930.78,1.00,37.03,0.00,37.03,5171.71,0.25,0.00,0.25,0.50,14,3,14000,3042.9,2791.7,0.00,12
C12861,95.84,0.82,1210.95,201.99,1008.96,0.00,0.75,0.25,0.67,0.00,0,21,8000,1110.8,127.4,0.73,12
C12862,2518.25,1.00,1086.17,1013.17,73.00,487.26,0.75,0.58,0.25,0.25,7,17,3000,708.7,1030.3,0.00,12
C12863,6380.47,1.00,4381.33,2080.87,2300.46,0.00,0.67,0.42,0.50,0.00,0,45,11500,1297.4,2129.2,0.00,12
C12864,937.05,1.00,2003.98,455.62,1548.36,0.00,1.00,0.17,1.00,0.00,0,49,1200,1033.9,725.2,0.00,12
C12865,1693.29,1.00,90.00,90.00,0.00,432.82,0.08,0.08,0.00,0.25,3,1,1800,350.7,666.1,0.00,12
C12866,111.90,1.00,1554.86,1499.12,55.74,0.00,0.83,0.83,0.08,0.00,0,25,4000,1411.7,128.4,0.27,12
C12867,13.93,0.27,462.78,422.78,40.00,0.00,0.25,0.25,0.08,0.00,0,17,2000,1047.1,119.3,1.00,12
C12868,3003.71,1.00,349.45,0.00,349.45,0.00,0.64,0.00,0.64,0.00,0,7,2750,195.8,26378.9,0.00,11
C12869,13.75,0.18,214.38,214.38,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,1458.2,178.7,0.00,12
C12871,176.48,0.55,600.00,600.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,690.5,77.3,0.00,12
C12872,2124.72,1.00,1006.01,686.01,320.00,0.00,0.25,0.17,0.17,0.00,0,10,5000,583.2,579.9,0.00,12
C12873,6043.93,1.00,0.00,0.00,0.00,538.04,0.00,0.00,0.00,0.58,17,0,6500,1454.5,3032.3,0.00,12
C12874,801.51,1.00,1697.02,1217.02,480.00,0.00,1.00,1.00,1.00,0.00,0,40,5500,959.4,296.6,0.00,12
C12875,2791.65,1.00,0.00,0.00,0.00,229.42,0.00,0.00,0.00,0.27,3,0,3000,548.1,1299.0,0.00,11
C12876,1452.87,1.00,93.34,0.00,93.34,0.00,0.33,0.00,0.33,0.00,0,4,1500,361.6,995.2,0.00,12
C12877,5311.50,1.00,2339.79,2339.79,0.00,5930.12,1.00,1.00,0.00,0.25,8,12,6500,6865.1,1486.7,0.00,12
C12878,58.14,0.40,0.00,0.00,0.00,151.73,0.00,0.00,0.00,0.10,1,0,1200,80.0,136.4,0.00,10
C12879,1738.45,1.00,0.00,0.00,0.00,187.67,0.00,0.00,0.00,0.25,3,0,7000,500.1,407.8,0.00,12
C12880,115.38,1.00,448.15,448.15,0.00,0.00,1.00,1.00,0.00,0.00,0,13,9000,423.6,174.9,0.00,12
C12881,1615.44,1.00,2610.29,2406.97,203.32,884.57,0.92,0.67,0.33,0.25,3,39,3600,689.4,383.6,0.00,12
C12883,111.79,1.00,1157.94,943.94,214.00,0.00,1.00,1.00,0.58,0.00,0,22,7000,1209.8,179.4,0.92,12
C12884,11.43,0.09,250.00,250.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1800,1445.8,84.4,0.00,12
C12885,169.02,1.00,4769.98,1164.35,3605.63,0.00,1.00,0.58,1.00,0.00,0,56,4500,3998.4,178.6,1.00,12
C12886,1016.58,1.00,120.00,0.00,120.00,0.00,0.50,0.00,0.50,0.00,0,9,1000,358.0,853.5,0.00,12
C12887,111.73,0.45,824.10,824.10,0.00,344.29,0.17,0.17,0.00,0.08,2,9,6500,2961.8,143.1,1.00,12
C12888,2486.19,1.00,2869.17,1761.23,1107.94,0.00,0.83,0.50,0.67,0.00,0,41,5500,718.7,596.1,0.00,12
C12889,2728.08,1.00,155.32,0.00,155.32,713.75,0.33,0.00,0.25,0.17,2,4,4500,630.6,945.6,0.00,12
C12890,467.22,1.00,1110.17,640.17,470.00,814.09,0.42,0.08,0.33,0.25,3,6,4000,2514.1,185.1,0.25,12
C12891,165.19,1.00,206.32,0.00,206.32,0.00,0.83,0.00,0.83,0.00,0,10,3000,271.2,163.0,0.00,12
C12892,2414.44,1.00,689.40,689.40,0.00,1156.61,1.00,1.00,0.00,0.25,3,12,8500,1582.9,610.8,0.00,12
C12893,2432.28,1.00,7156.11,5921.26,1234.85,1543.73,0.83,0.83,0.67,0.17,3,198,9500,1914.8,621.4,0.08,12
C12894,1485.08,1.00,48.22,48.22,0.00,106.22,0.08,0.08,0.00,0.08,1,1,1700,338.5,542.8,0.00,12
C12895,1723.64,1.00,660.61,437.08,223.53,144.15,0.75,0.42,0.58,0.08,1,16,2000,396.2,476.2,0.00,12
C12896,1738.80,1.00,395.00,395.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,6000,566.5,457.0,0.00,12
C12897,1912.69,0.67,0.00,0.00,0.00,9553.96,0.00,0.00,0.00,0.17,1,0,10000,19998.4,637.0,0.50,6
C12898,302.14,1.00,3612.24,3340.05,272.19,0.00,1.00,1.00,0.08,0.00,0,35,10500,2866.2,192.5,1.00,12
